"subject" "Activity_Label" "variable" "value"
8 "STANDING" "FrequencyBodyGyroMagStdDev" -0.954119826296296
8 "STANDING" "FrequencyBodyGyroJerkMagMean" -0.983709233333333
8 "STANDING" "FrequencyBodyGyroJerkMagStdDev" -0.981832336296296
8 "WALKING" "FrequencyBodyAccMagMean" -0.09521728274375
8 "WALKING" "FrequencyBodyAccMagStdDev" -0.360818978541667
8 "WALKING" "FrequencyBodyAccJerkMagMean" -0.123834409766667
8 "WALKING" "FrequencyBodyAccJerkMagStdDev" -0.276436130125
8 "WALKING" "FrequencyBodyGyroMagMean" -0.301241848645833
8 "WALKING" "FrequencyBodyGyroMagStdDev" -0.327459577895833
8 "WALKING" "FrequencyBodyGyroJerkMagMean" -0.473026230833333
8 "WALKING" "FrequencyBodyGyroJerkMagStdDev" -0.581240190833333
8 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagMean" 0.301626757315789
8 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagStdDev" -0.156141093578947
8 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagMean" 0.331528459921053
8 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagStdDev" 0.134734731236842
8 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagMean" -0.00036272967368421
8 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagStdDev" -0.255590314210526
8 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.125179586744737
8 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.26298447
8 "WALKING_UPSTAIRS" "FrequencyBodyAccMagMean" -0.13026451905122
8 "WALKING_UPSTAIRS" "FrequencyBodyAccMagStdDev" -0.409282851707317
8 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagMean" -0.131850567460976
8 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagStdDev" -0.379266499780488
8 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagMean" -0.229610952609756
8 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagStdDev" -0.183325647134146
8 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.46327057804878
8 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.575733290731707
9 "LAYING" "FrequencyBodyAccMagMean" -0.9266042952
9 "LAYING" "FrequencyBodyAccMagStdDev" -0.921929738394
9 "LAYING" "FrequencyBodyAccJerkMagMean" -0.9543205856
9 "LAYING" "FrequencyBodyAccJerkMagStdDev" -0.9550947122
9 "LAYING" "FrequencyBodyGyroMagMean" -0.9186053356
9 "LAYING" "FrequencyBodyGyroMagStdDev" -0.9034005814
9 "LAYING" "FrequencyBodyGyroJerkMagMean" -0.9558062546
9 "LAYING" "FrequencyBodyGyroJerkMagStdDev" -0.9522904702
9 "SITTING" "FrequencyBodyAccMagMean" -0.8977181972
9 "SITTING" "FrequencyBodyAccMagStdDev" -0.8691725114
9 "SITTING" "FrequencyBodyAccJerkMagMean" -0.9530504408
9 "SITTING" "FrequencyBodyAccJerkMagStdDev" -0.9493949814
9 "SITTING" "FrequencyBodyGyroMagMean" -0.9344377378
9 "SITTING" "FrequencyBodyGyroMagStdDev" -0.9064712292
9 "SITTING" "FrequencyBodyGyroJerkMagMean" -0.9683155878
9 "SITTING" "FrequencyBodyGyroJerkMagStdDev" -0.9659970148
9 "STANDING" "FrequencyBodyAccMagMean" -0.946330171777778
9 "STANDING" "FrequencyBodyAccMagStdDev" -0.940265546444444
9 "STANDING" "FrequencyBodyAccJerkMagMean" -0.963242884
9 "STANDING" "FrequencyBodyAccJerkMagStdDev" -0.963593159555556
9 "STANDING" "FrequencyBodyGyroMagMean" -0.929769067777778
9 "STANDING" "FrequencyBodyGyroMagStdDev" -0.910909659555556
9 "STANDING" "FrequencyBodyGyroJerkMagMean" -0.967491628
9 "STANDING" "FrequencyBodyGyroJerkMagStdDev" -0.964770799111111
9 "WALKING" "FrequencyBodyAccMagMean" -0.318801022711538
9 "WALKING" "FrequencyBodyAccMagStdDev" -0.513891953269231
9 "WALKING" "FrequencyBodyAccJerkMagMean" -0.316870715576923
9 "WALKING" "FrequencyBodyAccJerkMagStdDev" -0.322337536730769
9 "WALKING" "FrequencyBodyGyroMagMean" -0.513797480384615
9 "WALKING" "FrequencyBodyGyroMagStdDev" -0.562714528653846
9 "WALKING" "FrequencyBodyGyroJerkMagMean" -0.602581618269231
9 "WALKING" "FrequencyBodyGyroJerkMagStdDev" -0.624351923653846
9 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagMean" 0.222203941
9 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagStdDev" 0.0888671674047619
9 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagMean" 0.00716877883571429
9 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagStdDev" 0.0705526138333333
9 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagMean" -0.347540226666667
9 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagStdDev" -0.424170737142857
9 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.463172053809524
9 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.485158906904762
9 "WALKING_UPSTAIRS" "FrequencyBodyAccMagMean" -0.372890348979592
9 "WALKING_UPSTAIRS" "FrequencyBodyAccMagStdDev" -0.509929461428571
9 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagMean" -0.419533108571429
9 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagStdDev" -0.484935752040816
9 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagMean" -0.531482693877551
9 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagStdDev" -0.456841325204082
9 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.734159449387755
9 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.787781590816326
10 "LAYING" "FrequencyBodyAccMagMean" -0.950848109137931
10 "LAYING" "FrequencyBodyAccMagStdDev" -0.944304974655172
10 "LAYING" "FrequencyBodyAccJerkMagMean" -0.968561121551724
10 "LAYING" "FrequencyBodyAccJerkMagStdDev" -0.965377553448276
10 "LAYING" "FrequencyBodyGyroMagMean" -0.937692642586207
10 "LAYING" "FrequencyBodyGyroMagStdDev" -0.933701315344828
10 "LAYING" "FrequencyBodyGyroJerkMagMean" -0.960976821551724
10 "LAYING" "FrequencyBodyGyroJerkMagStdDev" -0.960772875517241
10 "SITTING" "FrequencyBodyAccMagMean" -0.955281010740741
10 "SITTING" "FrequencyBodyAccMagStdDev" -0.941511952777778
10 "SITTING" "FrequencyBodyAccJerkMagMean" -0.985900801111111
10 "SITTING" "FrequencyBodyAccJerkMagStdDev" -0.983266741481482
10 "SITTING" "FrequencyBodyGyroMagMean" -0.974459732592593
10 "SITTING" "FrequencyBodyGyroMagStdDev" -0.962459956111111
10 "SITTING" "FrequencyBodyGyroJerkMagMean" -0.992191529259259
10 "SITTING" "FrequencyBodyGyroJerkMagStdDev" -0.991409100925926
10 "STANDING" "FrequencyBodyAccMagMean" -0.9401101675
10 "STANDING" "FrequencyBodyAccMagStdDev" -0.945048242954545
10 "STANDING" "FrequencyBodyAccJerkMagMean" -0.951633690454545
10 "STANDING" "FrequencyBodyAccJerkMagStdDev" -0.952105964545455
10 "STANDING" "FrequencyBodyGyroMagMean" -0.937786743409091
10 "STANDING" "FrequencyBodyGyroMagStdDev" -0.922961550454545
10 "STANDING" "FrequencyBodyGyroJerkMagMean" -0.965614081363636
10 "STANDING" "FrequencyBodyGyroJerkMagStdDev" -0.965055815454545
10 "WALKING" "FrequencyBodyAccMagMean" -0.0930237422792453
10 "WALKING" "FrequencyBodyAccMagStdDev" -0.370471943962264
10 "WALKING" "FrequencyBodyAccJerkMagMean" 0.0205189516981132
10 "WALKING" "FrequencyBodyAccJerkMagStdDev" 0.0502087634986792
10 "WALKING" "FrequencyBodyGyroMagMean" -0.412616909622642
10 "WALKING" "FrequencyBodyGyroMagStdDev" -0.499759796981132
10 "WALKING" "FrequencyBodyGyroJerkMagMean" -0.515065335849057
10 "WALKING" "FrequencyBodyGyroJerkMagStdDev" -0.517675799056604
10 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagMean" 0.220115703368421
10 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagStdDev" -0.0616742840815789
10 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagMean" 0.156978047052632
10 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagStdDev" 0.0380266696789474
10 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagMean" -0.312347510289474
10 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagStdDev" -0.387780104447368
10 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.484196484736842
10 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.544988519210526
10 "WALKING_UPSTAIRS" "FrequencyBodyAccMagMean" -0.166866721574468
10 "WALKING_UPSTAIRS" "FrequencyBodyAccMagStdDev" -0.361437534680851
10 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagMean" -0.153553147382979
10 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagStdDev" -0.334365043829787
10 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagMean" -0.265371689148936
10 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagStdDev" -0.166969377765957
10 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.600582998297872
10 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.67129056212766
11 "LAYING" "FrequencyBodyAccMagMean" -0.973994004561404
11 "LAYING" "FrequencyBodyAccMagStdDev" -0.976037695614035
11 "LAYING" "FrequencyBodyAccJerkMagMean" -0.976940774561403
11 "LAYING" "FrequencyBodyAccJerkMagStdDev" -0.975126531403509
11 "LAYING" "FrequencyBodyGyroMagMean" -0.967093356491228
11 "LAYING" "FrequencyBodyGyroMagStdDev" -0.954849053508772
11 "LAYING" "FrequencyBodyGyroJerkMagMean" -0.985978837192982
11 "LAYING" "FrequencyBodyGyroJerkMagStdDev" -0.983569468245614
11 "SITTING" "FrequencyBodyAccMagMean" -0.953066009056604
11 "SITTING" "FrequencyBodyAccMagStdDev" -0.948521986037736
11 "SITTING" "FrequencyBodyAccJerkMagMean" -0.975315331509434
11 "SITTING" "FrequencyBodyAccJerkMagStdDev" -0.972289134150943
11 "SITTING" "FrequencyBodyGyroMagMean" -0.969799951132076
11 "SITTING" "FrequencyBodyGyroMagStdDev" -0.960711241886792
11 "SITTING" "FrequencyBodyGyroJerkMagMean" -0.987255972641509
11 "SITTING" "FrequencyBodyGyroJerkMagStdDev" -0.985607229245283
11 "STANDING" "FrequencyBodyAccMagMean" -0.982255413617021
11 "STANDING" "FrequencyBodyAccMagStdDev" -0.981503969574468
11 "STANDING" "FrequencyBodyAccJerkMagMean" -0.988636595319149
11 "STANDING" "FrequencyBodyAccJerkMagStdDev" -0.98802123106383
11 "STANDING" "FrequencyBodyGyroMagMean" -0.982576519787234
11 "STANDING" "FrequencyBodyGyroMagStdDev" -0.977437710851064
11 "STANDING" "FrequencyBodyGyroJerkMagMean" -0.992981019787234
11 "STANDING" "FrequencyBodyGyroJerkMagStdDev" -0.992277468510638
11 "WALKING" "FrequencyBodyAccMagMean" -0.458514062542373
11 "WALKING" "FrequencyBodyAccMagStdDev" -0.584455992033898
11 "WALKING" "FrequencyBodyAccJerkMagMean" -0.395116134237288
11 "WALKING" "FrequencyBodyAccJerkMagStdDev" -0.41744681559322
11 "WALKING" "FrequencyBodyGyroMagMean" -0.610222628813559
11 "WALKING" "FrequencyBodyGyroMagStdDev" -0.59974543779661
11 "WALKING" "FrequencyBodyGyroJerkMagMean" -0.751914457457627
11 "WALKING" "FrequencyBodyGyroJerkMagStdDev" -0.773574064745763
11 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagMean" 0.0902807576630435
11 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagStdDev" -0.137123060369565
11 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagMean" -0.097454996626087
11 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagStdDev" -0.173661753717391
11 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagMean" -0.456170108913043
11 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagStdDev" -0.380559426947826
11 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.668340527608696
11 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.714229669347826
11 "WALKING_UPSTAIRS" "FrequencyBodyAccMagMean" -0.336061027407407
11 "WALKING_UPSTAIRS" "FrequencyBodyAccMagStdDev" -0.376027878888889
11 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagMean" -0.475928501666667
11 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagStdDev" -0.513703461481481
11 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagMean" -0.55009966
11 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagStdDev" -0.381223382777778
11 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.795986113703704
11 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.822428718888889
12 "LAYING" "FrequencyBodyAccMagMean" -0.9438674399
12 "LAYING" "FrequencyBodyAccMagStdDev" -0.942133255166667
12 "LAYING" "FrequencyBodyAccJerkMagMean" -0.962448418666667
12 "LAYING" "FrequencyBodyAccJerkMagStdDev" -0.961653004
12 "LAYING" "FrequencyBodyGyroMagMean" -0.9454970225
12 "LAYING" "FrequencyBodyGyroMagStdDev" -0.940373827666667
12 "LAYING" "FrequencyBodyGyroJerkMagMean" -0.963949607166667
12 "LAYING" "FrequencyBodyGyroJerkMagStdDev" -0.961911612333333
12 "SITTING" "FrequencyBodyAccMagMean" -0.955944253137255
12 "SITTING" "FrequencyBodyAccMagStdDev" -0.950647188823529
12 "SITTING" "FrequencyBodyAccJerkMagMean" -0.971715268627451
12 "SITTING" "FrequencyBodyAccJerkMagStdDev" -0.972951443333333
12 "SITTING" "FrequencyBodyGyroMagMean" -0.958511866666667
12 "SITTING" "FrequencyBodyGyroMagStdDev" -0.948460978823529
12 "SITTING" "FrequencyBodyGyroJerkMagMean" -0.97848445372549
12 "SITTING" "FrequencyBodyGyroJerkMagStdDev" -0.979256387058824
12 "STANDING" "FrequencyBodyAccMagMean" -0.945217802786885
12 "STANDING" "FrequencyBodyAccMagStdDev" -0.939741929016393
12 "STANDING" "FrequencyBodyAccJerkMagMean" -0.960859009508197
12 "STANDING" "FrequencyBodyAccJerkMagStdDev" -0.964145595245902
12 "STANDING" "FrequencyBodyGyroMagMean" -0.902356765573771
12 "STANDING" "FrequencyBodyGyroMagStdDev" -0.850033171967213
12 "STANDING" "FrequencyBodyGyroJerkMagMean" -0.963059791967213
12 "STANDING" "FrequencyBodyGyroJerkMagStdDev" -0.962909739016393
12 "WALKING" "FrequencyBodyAccMagMean" -0.153116002784
12 "WALKING" "FrequencyBodyAccMagStdDev" -0.4088962994
12 "WALKING" "FrequencyBodyAccJerkMagMean" -0.029912425338
12 "WALKING" "FrequencyBodyAccJerkMagStdDev" -0.013953908696
12 "WALKING" "FrequencyBodyGyroMagMean" -0.442503784
12 "WALKING" "FrequencyBodyGyroMagStdDev" -0.4948022154
12 "WALKING" "FrequencyBodyGyroJerkMagMean" -0.5611764414
12 "WALKING" "FrequencyBodyGyroJerkMagStdDev" -0.5649340126
12 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagMean" 0.148017269434783
12 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagStdDev" -0.105124972078261
12 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagMean" 0.0769968373
12 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagStdDev" 0.0420631251108696
12 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagMean" -0.344938419969565
12 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagStdDev" -0.423553971956522
12 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.458227490826087
12 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.486780424347826
12 "WALKING_UPSTAIRS" "FrequencyBodyAccMagMean" -0.290005418653846
12 "WALKING_UPSTAIRS" "FrequencyBodyAccMagStdDev" -0.395285130961538
12 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagMean" -0.3208844625
12 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagStdDev" -0.346565141730769
12 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagMean" -0.594032515192308
12 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagStdDev" -0.564435086711538
12 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.714332592115385
12 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.733130764423077
13 "LAYING" "FrequencyBodyAccMagMean" -0.959535493548387
13 "LAYING" "FrequencyBodyAccMagStdDev" -0.949431319193548
13 "LAYING" "FrequencyBodyAccJerkMagMean" -0.980754385967742
13 "LAYING" "FrequencyBodyAccJerkMagStdDev" -0.978044349516129
13 "LAYING" "FrequencyBodyGyroMagMean" -0.957681621290323
13 "LAYING" "FrequencyBodyGyroMagStdDev" -0.946133432096774
13 "LAYING" "FrequencyBodyGyroJerkMagMean" -0.978150814032258
13 "LAYING" "FrequencyBodyGyroJerkMagStdDev" -0.972798632258065
13 "SITTING" "FrequencyBodyAccMagMean" -0.956901559653061
13 "SITTING" "FrequencyBodyAccMagStdDev" -0.938529931020408
13 "SITTING" "FrequencyBodyAccJerkMagMean" -0.988348535306122
13 "SITTING" "FrequencyBodyAccJerkMagStdDev" -0.988332303469388
13 "SITTING" "FrequencyBodyGyroMagMean" -0.973258277755102
13 "SITTING" "FrequencyBodyGyroMagStdDev" -0.96426809755102
13 "SITTING" "FrequencyBodyGyroJerkMagMean" -0.991723741632653
13 "SITTING" "FrequencyBodyGyroJerkMagStdDev" -0.991219445918367
13 "STANDING" "FrequencyBodyAccMagMean" -0.972393559473684
13 "STANDING" "FrequencyBodyAccMagStdDev" -0.970445378947368
13 "STANDING" "FrequencyBodyAccJerkMagMean" -0.981977536491228
13 "STANDING" "FrequencyBodyAccJerkMagStdDev" -0.980621262631579
13 "STANDING" "FrequencyBodyGyroMagMean" -0.957488799473684
13 "STANDING" "FrequencyBodyGyroMagStdDev" -0.946857485438596
13 "STANDING" "FrequencyBodyGyroJerkMagMean" -0.977197403859649
13 "STANDING" "FrequencyBodyGyroJerkMagStdDev" -0.976467330175439
13 "WALKING" "FrequencyBodyAccMagMean" -0.23460086645614
13 "WALKING" "FrequencyBodyAccMagStdDev" -0.438388953157895
13 "WALKING" "FrequencyBodyAccJerkMagMean" -0.15211150075614
13 "WALKING" "FrequencyBodyAccJerkMagStdDev" -0.113591923723684
13 "WALKING" "FrequencyBodyGyroMagMean" -0.267472373877193
13 "WALKING" "FrequencyBodyGyroMagStdDev" -0.379951835438597
13 "WALKING" "FrequencyBodyGyroJerkMagMean" -0.338527133789474
13 "WALKING" "FrequencyBodyGyroJerkMagStdDev" -0.349285611070175
13 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagMean" 0.0528791880659574
13 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagStdDev" -0.210912766382979
13 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagMean" -0.0282156656914894
13 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagStdDev" -0.0709893839055319
13 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagMean" -0.206121707212766
13 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagStdDev" -0.400560061212766
13 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.266399903210638
13 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.343094861202128
13 "WALKING_UPSTAIRS" "FrequencyBodyAccMagMean" -0.367522800909091
13 "WALKING_UPSTAIRS" "FrequencyBodyAccMagStdDev" -0.409065516363636
13 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagMean" -0.425100006545455
13 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagStdDev" -0.491090809090909
13 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagMean" -0.485477308909091
13 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagStdDev" -0.470770800363636
13 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.656088544363636
13 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.712261499636364
14 "LAYING" "FrequencyBodyAccMagMean" -0.899463668843137
14 "LAYING" "FrequencyBodyAccMagStdDev" -0.859606047058823
14 "LAYING" "FrequencyBodyAccJerkMagMean" -0.96798859627451
14 "LAYING" "FrequencyBodyAccJerkMagStdDev" -0.963607433921569
14 "LAYING" "FrequencyBodyGyroMagMean" -0.930151731176471
14 "LAYING" "FrequencyBodyGyroMagStdDev" -0.917760104901961
14 "LAYING" "FrequencyBodyGyroJerkMagMean" -0.966455343137255
14 "LAYING" "FrequencyBodyGyroJerkMagStdDev" -0.963666018039216
14 "SITTING" "FrequencyBodyAccMagMean" -0.940589853333333
14 "SITTING" "FrequencyBodyAccMagStdDev" -0.929193937222222
14 "SITTING" "FrequencyBodyAccJerkMagMean" -0.972985342962963
14 "SITTING" "FrequencyBodyAccJerkMagStdDev" -0.972959409444444
14 "SITTING" "FrequencyBodyGyroMagMean" -0.963320540555556
14 "SITTING" "FrequencyBodyGyroMagStdDev" -0.946517963703704
14 "SITTING" "FrequencyBodyGyroJerkMagMean" -0.987324239259259
14 "SITTING" "FrequencyBodyGyroJerkMagStdDev" -0.987065177777778
14 "STANDING" "FrequencyBodyAccMagMean" -0.949715059833333
14 "STANDING" "FrequencyBodyAccMagStdDev" -0.939799869833333
14 "STANDING" "FrequencyBodyAccJerkMagMean" -0.970214125833333
14 "STANDING" "FrequencyBodyAccJerkMagStdDev" -0.969677515666667
14 "STANDING" "FrequencyBodyGyroMagMean" -0.944405563833333
14 "STANDING" "FrequencyBodyGyroMagStdDev" -0.934815560833333
14 "STANDING" "FrequencyBodyGyroJerkMagMean" -0.969175636833333
14 "STANDING" "FrequencyBodyGyroJerkMagStdDev" -0.966019259166667
14 "WALKING" "FrequencyBodyAccMagMean" -0.373516771016949
14 "WALKING" "FrequencyBodyAccMagStdDev" -0.457490009491525
14 "WALKING" "FrequencyBodyAccJerkMagMean" -0.431591453389831
14 "WALKING" "FrequencyBodyAccJerkMagStdDev" -0.453426008983051
14 "WALKING" "FrequencyBodyGyroMagMean" -0.311386449661017
14 "WALKING" "FrequencyBodyGyroMagStdDev" -0.265504551525424
14 "WALKING" "FrequencyBodyGyroJerkMagMean" -0.591036936101695
14 "WALKING" "FrequencyBodyGyroJerkMagStdDev" -0.65567766220339
14 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagMean" 0.471905155133333
14 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagStdDev" 0.178684580868889
14 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagMean" 0.186223478065556
14 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagStdDev" 0.194263424111111
14 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagMean" -0.0787568406777778
14 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagStdDev" -0.223927430580444
14 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.254747132274667
14 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.356849425488889
14 "WALKING_UPSTAIRS" "FrequencyBodyAccMagMean" -0.0759851813333333
14 "WALKING_UPSTAIRS" "FrequencyBodyAccMagStdDev" -0.143253889222222
14 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagMean" -0.288744334092593
14 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagStdDev" -0.409847649281481
14 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagMean" 0.0488588668185185
14 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagStdDev" 0.236659662496296
14 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.457250612407407
14 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.564964076388889
15 "LAYING" "FrequencyBodyAccMagMean" -0.956001034027778
15 "LAYING" "FrequencyBodyAccMagStdDev" -0.94550856
15 "LAYING" "FrequencyBodyAccJerkMagMean" -0.973681222777778
15 "LAYING" "FrequencyBodyAccJerkMagStdDev" -0.972530077916667
15 "LAYING" "FrequencyBodyGyroMagMean" -0.946812642361111
15 "LAYING" "FrequencyBodyGyroMagStdDev" -0.923682244861111
15 "LAYING" "FrequencyBodyGyroJerkMagMean" -0.975727853888889
15 "LAYING" "FrequencyBodyGyroJerkMagStdDev" -0.972645710694444
15 "SITTING" "FrequencyBodyAccMagMean" -0.949752001322034
15 "SITTING" "FrequencyBodyAccMagStdDev" -0.941195938135593
15 "SITTING" "FrequencyBodyAccJerkMagMean" -0.984689437118644
15 "SITTING" "FrequencyBodyAccJerkMagStdDev" -0.983276251694915
15 "SITTING" "FrequencyBodyGyroMagMean" -0.973762179830509
15 "SITTING" "FrequencyBodyGyroMagStdDev" -0.963378228474576
15 "SITTING" "FrequencyBodyGyroJerkMagMean" -0.990180959322034
15 "SITTING" "FrequencyBodyGyroJerkMagStdDev" -0.989503941694915
15 "STANDING" "FrequencyBodyAccMagMean" -0.960337344339623
15 "STANDING" "FrequencyBodyAccMagStdDev" -0.950204045849057
15 "STANDING" "FrequencyBodyAccJerkMagMean" -0.979078785660377
15 "STANDING" "FrequencyBodyAccJerkMagStdDev" -0.980184086603774
15 "STANDING" "FrequencyBodyGyroMagMean" -0.956733900188679
15 "STANDING" "FrequencyBodyGyroMagStdDev" -0.928838303773585
15 "STANDING" "FrequencyBodyGyroJerkMagMean" -0.983188091886792
15 "STANDING" "FrequencyBodyGyroJerkMagStdDev" -0.980329709433962
15 "WALKING" "FrequencyBodyAccMagMean" -0.275156242062037
15 "WALKING" "FrequencyBodyAccMagStdDev" -0.458344792407407
15 "WALKING" "FrequencyBodyAccJerkMagMean" -0.289753952407407
15 "WALKING" "FrequencyBodyAccJerkMagStdDev" -0.342411927851852
15 "WALKING" "FrequencyBodyGyroMagMean" -0.489166383703704
15 "WALKING" "FrequencyBodyGyroMagStdDev" -0.481750218518519
15 "WALKING" "FrequencyBodyGyroJerkMagMean" -0.645075178148148
15 "WALKING" "FrequencyBodyGyroJerkMagStdDev" -0.654010147222222
15 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagMean" 0.331150229285714
15 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagStdDev" 0.153124178119048
15 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagMean" 0.158413334683333
15 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagStdDev" 0.1505077506
15 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagMean" -0.373898631190476
15 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagStdDev" -0.34938720602381
15 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.565396130714286
15 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.593472444285714
